Customer_ID,Product_Name,Category,Customer_State,Customer_Segment,Price
CUST-5BF3143B,Charger Deluxe,Electronics,Illinois,Consumer,340.68
CUST-BB12EF46,Shirt Premium,Clothing,Illinois,Consumer,155.73
CUST-4402AFE3,Binder Deluxe,Office Supplies,California,Consumer,27.96
CUST-75E3C5ED,Children's Book Premium,Books,New York,Consumer,37.53
CUST-5114EC17,Sweater Essential,Clothing,Texas,Corporate,195.97
CUST-D7D6B34D,Mouse Basic,Technology,California,Consumer,732.49
CUST-AD82CE33,Puzzle Deluxe,Toys,California,Corporate,74.55
CUST-16D4675E,Accessories Pro,Clothing,California,Corporate,24.69
CUST-1A7AAC53,Sofa Essential,Furniture,Texas,Corporate,442.9
CUST-87AACFE1,Sweater Deluxe,Clothing,California,Consumer,62.3
CUST-E1B4A59C,Dress Basic,Clothing,Illinois,Consumer,26.74
CUST-73F617E8,Action Figure Standard,Toys,Pennsylvania,Corporate,36.35
CUST-9EF726F2,Doll Pro,Toys,Illinois,Corporate,79.16
CUST-866F6CAE,Doll Deluxe,Toys,Florida,Corporate,26.65
CUST-9D946D49,Desk Organizer Basic,Office Supplies,Texas,Home Office,34.08
CUST-EC261545,Pen Set Basic,Office Supplies,Texas,Consumer,74.04
CUST-D2FD60E1,Television Basic,Electronics,California,Home Office,650.0
CUST-78F31C1D,Keyboard Premium,Technology,New York,Consumer,901.85
CUST-9C1EBD1D,Shoes Basic,Sports,Pennsylvania,Consumer,117.83
CUST-5535C9D3,Table Premium,Furniture,Texas,Corporate,412.47
CUST-0EA42D64,Protection Gear Essential,Sports,Michigan,Corporate,217.94
CUST-EAA13294,Tablet Pro,Technology,New York,Consumer,627.02
CUST-B2C0B315,Jacket Essential,Clothing,Florida,Corporate,83.46
CUST-9B532D87,Educational Toy Deluxe,Toys,Florida,Corporate,70.31
CUST-41DB678E,Tablet Deluxe,Technology,Texas,Consumer,180.25
CUST-8F4806EA,Educational Toy Deluxe,Toys,Ohio,Consumer,50.94
CUST-F5242C07,Laptop Pro,Technology,Pennsylvania,Consumer,962.54
CUST-238846C7,Stapler Deluxe,Office Supplies,Pennsylvania,Consumer,41.31
CUST-5C81CE61,Building Blocks Premium,Toys,Georgia,Consumer,32.2
CUST-6F2E0BC9,Haircare Pro,Beauty,Texas,Consumer,38.29
CUST-E878AAD3,Novel Essential,Books,New York,Home Office,24.45
CUST-1FB55BDB,Puzzle Standard,Toys,Texas,Consumer,32.71
CUST-1DB3C113,Camera Deluxe,Electronics,Illinois,Corporate,376.2
CUST-5C0B3876,Cookware Standard,Home & Kitchen,Florida,Consumer,137.87
CUST-B6845B4C,Mouse Standard,Technology,Ohio,Consumer,267.05
CUST-01922B96,Accessories Premium,Clothing,Texas,Consumer,184.48
CUST-2552310B,Cookware Premium,Home & Kitchen,California,Home Office,64.89
CUST-6D3A1764,Utensils Standard,Home & Kitchen,California,Consumer,182.63
CUST-D6B2993D,Utensils Pro,Home & Kitchen,Michigan,Corporate,135.49
CUST-99DFDD72,Shoes Premium,Sports,Michigan,Corporate,201.92
CUST-C3D9B24B,Protection Gear Essential,Sports,California,Consumer,36.89
CUST-7AD40244,Desk Organizer Standard,Office Supplies,California,Consumer,78.67
CUST-D69DF185,Puzzle Essential,Toys,Ohio,Consumer,36.1
CUST-CC51294C,Table Pro,Furniture,California,Consumer,435.66
CUST-7E5BE0CF,Bookcase Essential,Furniture,Georgia,Corporate,492.67
CUST-6E352460,Shirt Essential,Clothing,California,Consumer,86.38
CUST-138BAF95,Action Figure Standard,Toys,California,Corporate,37.0
CUST-A4AE2335,Sofa Deluxe,Furniture,Georgia,Corporate,437.0
CUST-2150C268,Cabinet Essential,Furniture,Texas,Consumer,496.27
CUST-A2AF55A8,Television Deluxe,Electronics,California,Consumer,380.36
CUST-5A904C30,Biography Basic,Books,California,Consumer,42.22
CUST-4A984BE9,Cookbook Essential,Books,Ohio,Corporate,34.18
CUST-6CD8D846,Accessories Standard,Clothing,Pennsylvania,Consumer,39.86
CUST-09E150E9,Mouse Basic,Technology,Pennsylvania,Corporate,175.79
CUST-9C602232,Shoes Standard,Clothing,Florida,Consumer,173.61
CUST-84104A19,Keyboard Premium,Technology,Florida,Home Office,372.05
CUST-82638DF1,Accessories Standard,Clothing,Texas,Corporate,80.39
CUST-E126FB28,Protection Gear Standard,Sports,Texas,Consumer,115.85
CUST-75D9FB3B,Binder Essential,Office Supplies,Georgia,Consumer,70.69
CUST-D726955F,Self-Help Book Pro,Books,California,Consumer,44.83
CUST-25AD15DE,Laptop Premium,Technology,Michigan,Consumer,739.45
CUST-902D62F0,Sofa Basic,Furniture,Pennsylvania,Consumer,132.19
CUST-8FADEB8A,Sofa Pro,Furniture,Ohio,Consumer,154.08
CUST-2CF5780C,Laptop Basic,Technology,New York,Corporate,566.61
CUST-4211C445,Smartwatch Basic,Electronics,Texas,Consumer,798.01
CUST-6EE0702E,Pants Premium,Clothing,Pennsylvania,Consumer,98.29
CUST-9BB29DBD,Notebook Pro,Office Supplies,New York,Corporate,37.48
CUST-92F8E0A2,Mouse Basic,Technology,Ohio,Corporate,513.17
CUST-91056464,Protection Gear Pro,Sports,Georgia,Home Office,146.73
CUST-9A9B4D69,Camera Essential,Electronics,Pennsylvania,Corporate,735.04
CUST-E4AC442B,Knife Set Basic,Home & Kitchen,California,Corporate,191.63
CUST-5445A01D,Printer Deluxe,Electronics,Pennsylvania,Consumer,122.0
CUST-6F010F8D,Educational Toy Essential,Toys,Georgia,Home Office,73.74
CUST-928D71E8,Monitor Basic,Technology,California,Consumer,308.41
CUST-4FBB47F2,Chair Deluxe,Furniture,Georgia,Home Office,133.64
CUST-AF032163,Doll Premium,Toys,New York,Corporate,71.39
CUST-BB278A8B,Headphones Standard,Technology,Texas,Consumer,883.09
CUST-BCBC60E8,Chair Essential,Furniture,Michigan,Consumer,231.54
CUST-C962DCC9,Pants Pro,Clothing,New York,Home Office,60.68
CUST-4155279E,Fitness Tracker Pro,Sports,New York,Home Office,25.12
CUST-60F7F1C8,Fragrance Standard,Beauty,Florida,Consumer,33.21
CUST-2CF892C5,Smartwatch Deluxe,Electronics,Illinois,Consumer,708.63
CUST-228C87E3,Cabinet Pro,Furniture,New York,Corporate,300.33
CUST-8A74A3E6,Table Deluxe,Furniture,Michigan,Consumer,440.77
CUST-9E9AFE79,Toaster Basic,Home & Kitchen,California,Consumer,193.22
CUST-D5294C1F,Fitness Tracker Premium,Sports,Texas,Consumer,115.1
CUST-46A3B80B,Fitness Tracker Standard,Sports,Pennsylvania,Consumer,126.88
CUST-88F4F5AA,Biography Essential,Books,Texas,Consumer,31.44
CUST-0527CEBE,Blender Premium,Home & Kitchen,Georgia,Home Office,123.86
CUST-5A003929,Sweater Premium,Clothing,California,Consumer,34.99
CUST-32D2C4BE,Nail Polish Basic,Beauty,New York,Home Office,92.77
CUST-8F96F5F1,Headphones Basic,Technology,Texas,Consumer,208.27
CUST-73AB44FD,Dinnerware Pro,Home & Kitchen,New York,Corporate,142.72
CUST-AFD16959,Monitor Pro,Technology,California,Consumer,772.67
CUST-1A8B141F,Drawer Essential,Furniture,New York,Corporate,117.67
CUST-220470E8,Bookcase Deluxe,Furniture,California,Consumer,86.96
CUST-85F1654D,Educational Toy Standard,Toys,Florida,Home Office,35.68
CUST-8A4AA689,Monitor Pro,Technology,Texas,Corporate,248.05
CUST-BCCBD06E,Self-Help Book Premium,Books,Texas,Home Office,12.5
CUST-36C0CFCC,Sofa Deluxe,Furniture,California,Consumer,326.81
CUST-AC2B8266,Racket Basic,Sports,New York,Home Office,268.97
CUST-2182DD5A,Self-Help Book Basic,Books,New York,Corporate,23.3
CUST-DEF71FE9,Sofa Standard,Furniture,Washington,Consumer,227.12
CUST-D368C90F,Children's Book Pro,Books,California,Corporate,48.34
CUST-3B47A6D6,Action Figure Deluxe,Toys,California,Consumer,72.6
CUST-DE760495,Sweater Premium,Clothing,Washington,Consumer,108.1
CUST-F7FAF81A,Face Mask Deluxe,Beauty,Ohio,Corporate,147.59
CUST-C93E3464,Textbook Deluxe,Books,California,Consumer,20.51
CUST-8EF0C728,Chair Premium,Furniture,Illinois,Home Office,474.4
CUST-5B1366DD,Racket Standard,Sports,Texas,Home Office,163.27
CUST-C4A371FB,Charger Standard,Electronics,Texas,Corporate,299.88
CUST-8ACBA38D,Toaster Basic,Home & Kitchen,Illinois,Consumer,72.58
CUST-F7DA0C54,Apparel Basic,Sports,Texas,Corporate,209.69
CUST-AA9056AC,Television Basic,Electronics,California,Consumer,446.43
CUST-57C4446A,Makeup Essential,Beauty,Texas,Home Office,58.25
CUST-83D52ECF,Puzzle Pro,Toys,New York,Corporate,40.38
CUST-4C6E4B02,Makeup Standard,Beauty,California,Corporate,50.84
CUST-6D76F229,Educational Toy Pro,Toys,California,Corporate,43.36
CUST-C9B91292,Dinnerware Deluxe,Home & Kitchen,Pennsylvania,Home Office,102.43
CUST-97F38711,Sweater Premium,Clothing,Texas,Corporate,100.2
CUST-48EE8FB1,Bookcase Deluxe,Furniture,California,Consumer,71.57
CUST-D6A4DFFB,Novel Standard,Books,Washington,Consumer,42.56
CUST-0EB70979,Dinnerware Standard,Home & Kitchen,Ohio,Home Office,166.02
CUST-94AB0729,Reference Guide Deluxe,Books,California,Consumer,34.67
CUST-86C0CE71,Educational Toy Pro,Toys,California,Consumer,22.45
CUST-ABE0874E,Mouse Basic,Technology,New York,Corporate,997.39
CUST-6973CB6E,Gaming Console Basic,Electronics,New York,Corporate,139.45
CUST-A5544C85,Face Mask Standard,Beauty,New York,Home Office,96.32
CUST-23686F9E,Shoes Deluxe,Sports,Pennsylvania,Consumer,290.88
CUST-0CD73E0E,Accessories Deluxe,Clothing,Texas,Consumer,142.38
CUST-525B39EA,Phone Essential,Technology,Illinois,Consumer,653.65
CUST-AE498CA7,Paper Clips Deluxe,Office Supplies,Texas,Corporate,94.83
CUST-1F95CDE8,Jacket Basic,Clothing,Georgia,Corporate,66.07
CUST-1450B94F,Remote Control Car Standard,Toys,California,Consumer,52.97
CUST-DCF4DC1C,Desk Deluxe,Furniture,California,Home Office,477.1
CUST-41013E5F,Cookware Essential,Home & Kitchen,New York,Consumer,120.7
CUST-39E49CAE,Chair Pro,Furniture,New York,Consumer,351.29
CUST-A32492C3,Utensils Pro,Home & Kitchen,New York,Consumer,177.07
CUST-4D00EDC6,Phone Pro,Technology,Ohio,Home Office,762.96
CUST-1775AFB9,Makeup Standard,Beauty,Georgia,Consumer,15.98
CUST-FA42867F,Cookware Basic,Home & Kitchen,California,Corporate,44.53
CUST-61D82FE3,Charger Pro,Electronics,Michigan,Consumer,734.62
CUST-C9A054A4,Television Pro,Electronics,Pennsylvania,Consumer,119.36
CUST-4D407DD2,Makeup Deluxe,Beauty,New York,Home Office,40.3
CUST-23DF942E,Biography Pro,Books,New York,Consumer,19.26
CUST-255427B5,Makeup Pro,Beauty,New York,Home Office,87.04
CUST-3E3E1643,Protection Gear Basic,Sports,Washington,Corporate,281.02
CUST-0233D1A6,Fitness Tracker Basic,Sports,California,Home Office,59.01
CUST-90350F49,Shoes Pro,Clothing,Pennsylvania,Corporate,44.89
CUST-173305FE,Laptop Pro,Technology,California,Consumer,222.51
CUST-583F1B49,Speaker Essential,Electronics,Texas,Consumer,79.9
CUST-7B5E50A7,Printer Standard,Electronics,Ohio,Consumer,290.42
CUST-8E8DACA6,Mouse Basic,Technology,Texas,Consumer,246.2
CUST-2C8700EE,Monitor Deluxe,Technology,Ohio,Consumer,738.4
CUST-AFDAC6F5,Skincare Basic,Beauty,California,Consumer,70.49
CUST-87784110,Cookware Premium,Home & Kitchen,Texas,Corporate,23.16
CUST-161E39AB,Laptop Essential,Technology,Washington,Home Office,466.36
CUST-870E5648,Blender Standard,Home & Kitchen,Georgia,Corporate,177.25
CUST-46AC6409,Television Essential,Electronics,Washington,Home Office,157.05
CUST-81929109,Fragrance Deluxe,Beauty,Pennsylvania,Consumer,98.89
CUST-84F0E1FB,Board Game Essential,Toys,New York,Home Office,58.37
CUST-5A2AE39C,Shoes Deluxe,Clothing,Washington,Corporate,95.21
CUST-0F751589,Smartwatch Deluxe,Electronics,New York,Corporate,257.07
CUST-07CDAACF,Ball Deluxe,Sports,California,Consumer,100.11
CUST-BCBEB006,Apparel Basic,Sports,Florida,Corporate,250.94
CUST-DED54CC4,Desk Organizer Pro,Office Supplies,Washington,Corporate,79.77
CUST-9AA19555,Pen Set Essential,Office Supplies,Texas,Consumer,17.96
CUST-360EBC49,Drawer Essential,Furniture,Ohio,Consumer,334.2
CUST-5DC97F41,Paper Clips Deluxe,Office Supplies,Ohio,Corporate,92.43
CUST-F8861CFB,Table Essential,Furniture,Washington,Corporate,120.35
CUST-DEC437C5,Action Figure Basic,Toys,New York,Corporate,17.19
CUST-7BCF888E,Puzzle Standard,Toys,Texas,Corporate,36.12
CUST-C06B2479,Racket Basic,Sports,California,Corporate,17.5
CUST-7215EA28,Paper Clips Pro,Office Supplies,New York,Home Office,21.92
CUST-1D839469,Nail Polish Pro,Beauty,Washington,Consumer,129.84
CUST-BBDC2429,Stapler Pro,Office Supplies,Texas,Corporate,99.79
CUST-E6884DFD,Desk Basic,Furniture,New York,Consumer,486.99
CUST-36B016EA,Camera Standard,Electronics,California,Home Office,603.38
CUST-04B7FAB5,Educational Toy Standard,Toys,New York,Home Office,60.27
CUST-A6BE703A,Dress Standard,Clothing,California,Corporate,59.97
CUST-97E6C197,Ball Standard,Sports,Washington,Consumer,255.37
CUST-9DFAB230,Blender Standard,Home & Kitchen,Florida,Corporate,25.98
CUST-5EC6F122,Makeup Standard,Beauty,New York,Consumer,143.45
CUST-59A3E66F,Coffee Maker Standard,Home & Kitchen,Florida,Corporate,175.98
CUST-89D0BFBF,Drawer Essential,Furniture,Georgia,Consumer,187.82
CUST-BA6137D6,Chair Premium,Furniture,New York,Consumer,476.62
CUST-152307B3,Drawer Basic,Furniture,Illinois,Consumer,235.58
CUST-BA317917,Self-Help Book Basic,Books,California,Corporate,20.95
CUST-204C1712,Toaster Basic,Home & Kitchen,Texas,Consumer,174.47
CUST-8F2689BE,Ball Standard,Sports,Texas,Consumer,108.75
CUST-BEB09E21,Apparel Premium,Sports,Texas,Consumer,51.26
CUST-E6360F36,Nail Polish Standard,Beauty,California,Corporate,55.92
CUST-3434A072,Beauty Tool Deluxe,Beauty,Texas,Corporate,89.18
CUST-1AB31EC9,Keyboard Premium,Technology,Ohio,Consumer,961.86
CUST-3D72669E,Coffee Maker Deluxe,Home & Kitchen,Pennsylvania,Consumer,58.35
CUST-7DF00880,Coffee Maker Essential,Home & Kitchen,Illinois,Consumer,80.79
CUST-57DC62EB,Bookcase Essential,Furniture,Washington,Consumer,383.41
CUST-0B8C480C,Self-Help Book Pro,Books,Washington,Consumer,27.35
CUST-67E06B0B,Keyboard Premium,Technology,Pennsylvania,Consumer,441.21
CUST-AC3B7C00,Laptop Basic,Technology,California,Corporate,169.16
CUST-80B04322,Table Standard,Furniture,Georgia,Corporate,410.9
CUST-BE76E7A7,Paper Clips Standard,Office Supplies,Georgia,Corporate,42.62
CUST-0540A400,Makeup Premium,Beauty,California,Consumer,79.88
CUST-D8C45755,Action Figure Basic,Toys,Illinois,Home Office,35.03
CUST-DAE3DF8F,Gaming Console Standard,Electronics,California,Corporate,283.67
CUST-DE6AC451,Binder Pro,Office Supplies,Illinois,Consumer,78.15
CUST-290B827A,Building Blocks Premium,Toys,New York,Corporate,47.45
CUST-920F1B36,Binder Basic,Office Supplies,New York,Consumer,95.05
CUST-8D0BD51E,Ball Pro,Sports,Ohio,Corporate,289.95
CUST-569C8649,Utensils Standard,Home & Kitchen,New York,Consumer,42.87
CUST-AFE00189,Gaming Console Standard,Electronics,Texas,Corporate,304.87
CUST-66653685,Desk Organizer Essential,Office Supplies,New York,Consumer,78.82
CUST-698426A8,Puzzle Essential,Toys,California,Consumer,31.17
CUST-8054D9FB,Binder Essential,Office Supplies,Pennsylvania,Home Office,61.27
CUST-5982024F,Children's Book Deluxe,Books,California,Consumer,19.18
CUST-0D4113C3,Children's Book Essential,Books,Texas,Consumer,29.56
CUST-7AB9E447,Self-Help Book Basic,Books,Florida,Corporate,14.26
CUST-6CCE7226,Racket Deluxe,Sports,California,Corporate,59.58
CUST-4DCC4E67,Binder Standard,Office Supplies,California,Consumer,72.19
CUST-CFBF7FB7,Shoes Essential,Clothing,Georgia,Home Office,58.27
CUST-213C0475,Smartwatch Pro,Electronics,California,Corporate,288.97
CUST-2B4D9B99,Tablet Pro,Technology,New York,Home Office,455.31
CUST-B476D401,Cookbook Standard,Books,California,Consumer,34.7
CUST-843F7953,Printer Deluxe,Electronics,Pennsylvania,Corporate,332.23
CUST-A42D58C8,Charger Essential,Electronics,New York,Consumer,701.37
CUST-0491E0A1,Children's Book Pro,Books,Florida,Consumer,17.94
CUST-4353B8F8,Biography Essential,Books,Ohio,Home Office,48.36
CUST-38663A69,Racket Essential,Sports,California,Consumer,122.85
CUST-D54224A6,Protection Gear Basic,Sports,California,Consumer,72.4
CUST-3F63D505,Toaster Premium,Home & Kitchen,California,Consumer,40.34
CUST-C34B147C,Speaker Pro,Electronics,New York,Corporate,468.97
CUST-9DB0AE7D,Table Standard,Furniture,California,Consumer,235.62
CUST-AB775A1D,Paper Clips Premium,Office Supplies,Pennsylvania,Home Office,67.57
CUST-F1C217F5,Camera Standard,Electronics,California,Consumer,747.45
CUST-15D6019D,Building Blocks Premium,Toys,Illinois,Consumer,38.57
CUST-3D3D502D,Textbook Pro,Books,Illinois,Corporate,49.74
CUST-210CD309,Doll Pro,Toys,California,Consumer,29.82
CUST-6F8D86E5,Television Standard,Electronics,Texas,Home Office,717.08
CUST-5C0BE6AC,Board Game Basic,Toys,Texas,Consumer,66.98
CUST-84A44749,Reference Guide Premium,Books,Pennsylvania,Home Office,12.24
CUST-C6A78B18,Racket Essential,Sports,California,Corporate,291.26
CUST-A74C8751,Training Equipment Pro,Sports,Texas,Corporate,260.87
CUST-07262D4E,Protection Gear Basic,Sports,California,Consumer,134.25
CUST-ED8D9F60,Desk Organizer Pro,Office Supplies,California,Corporate,81.93
CUST-14C45298,Smartwatch Standard,Electronics,California,Home Office,193.07
CUST-FC0A78B6,Jacket Standard,Clothing,Texas,Corporate,128.7
CUST-B6B48D5B,Textbook Deluxe,Books,California,Consumer,23.15
CUST-F5322015,Fragrance Pro,Beauty,Pennsylvania,Corporate,109.18
CUST-D879F8AC,Fragrance Pro,Beauty,Florida,Home Office,146.57
CUST-E5995D28,Utensils Essential,Home & Kitchen,New York,Consumer,90.08
CUST-3A579A32,Board Game Pro,Toys,Washington,Consumer,24.55
CUST-4131BCD1,Protection Gear Pro,Sports,Pennsylvania,Corporate,122.7
CUST-AED89E7A,Face Mask Essential,Beauty,California,Consumer,79.13
CUST-363DB1EC,Pen Set Pro,Office Supplies,Ohio,Consumer,51.51
CUST-5BB922FD,Remote Control Car Premium,Toys,Ohio,Home Office,72.26
CUST-44C4D657,Drawer Standard,Furniture,New York,Consumer,181.58
CUST-E61A7F70,Beauty Tool Standard,Beauty,Michigan,Corporate,106.6
CUST-ACB838D7,Biography Pro,Books,Pennsylvania,Home Office,26.71
CUST-0049AB97,Cabinet Deluxe,Furniture,Pennsylvania,Consumer,399.97
CUST-DE5B62B3,Puzzle Pro,Toys,California,Consumer,32.98
CUST-2DDF6C83,Notebook Premium,Office Supplies,New York,Consumer,31.61
CUST-E00FFB05,Puzzle Deluxe,Toys,California,Home Office,50.13
CUST-EAF336C9,Chair Pro,Furniture,Pennsylvania,Consumer,302.89
CUST-CF0006A3,Charger Pro,Electronics,Washington,Corporate,141.49
CUST-8A0635BD,Binder Essential,Office Supplies,California,Corporate,60.55
CUST-F76E20DF,Dress Standard,Clothing,Florida,Consumer,28.17
CUST-17B8C42A,Toaster Standard,Home & Kitchen,Illinois,Consumer,71.24
CUST-D765FB45,Racket Basic,Sports,Pennsylvania,Corporate,249.64
CUST-75B3E0A2,Ball Deluxe,Sports,California,Home Office,285.89
CUST-18DA01BB,Remote Control Car Basic,Toys,Pennsylvania,Corporate,20.59
CUST-1A0F7B5E,Haircare Standard,Beauty,Michigan,Home Office,21.95
CUST-AD899D08,Fragrance Deluxe,Beauty,California,Consumer,81.15
CUST-677B2878,Sweater Deluxe,Clothing,New York,Corporate,147.23
CUST-FB3AA300,Puzzle Essential,Toys,Ohio,Corporate,74.83
CUST-AD088820,Smartwatch Basic,Electronics,New York,Corporate,203.78
CUST-439BDC01,Utensils Standard,Home & Kitchen,Illinois,Corporate,184.07
CUST-A6B5754D,Charger Basic,Electronics,New York,Corporate,777.07
CUST-9530D589,Shoes Premium,Clothing,Texas,Corporate,183.36
CUST-1442EB51,Desk Organizer Standard,Office Supplies,Georgia,Corporate,8.36
CUST-B2B877B4,Accessories Essential,Clothing,Ohio,Consumer,195.64
CUST-6AC4E195,Blender Essential,Home & Kitchen,California,Corporate,111.74
CUST-06027980,Drawer Deluxe,Furniture,Washington,Home Office,372.63
CUST-D4D85E59,Headphones Basic,Technology,New York,Corporate,109.95
CUST-15BAAAB3,Makeup Essential,Beauty,California,Corporate,117.42
CUST-FBEE9566,Desk Organizer Deluxe,Office Supplies,New York,Corporate,85.4
CUST-C43D88DF,Sweater Deluxe,Clothing,California,Corporate,175.2
CUST-D6E15D85,Board Game Pro,Toys,Michigan,Corporate,59.07
CUST-AA11B3EC,Tablet Essential,Technology,Texas,Corporate,628.56
CUST-0C19819A,Jacket Standard,Clothing,Texas,Corporate,116.51
CUST-C8B398EC,Smartwatch Essential,Electronics,Pennsylvania,Home Office,661.02
CUST-599D6281,Printer Deluxe,Electronics,Texas,Corporate,569.65
CUST-64C6AFB4,Novel Premium,Books,New York,Consumer,43.97
CUST-8162A14B,Camera Pro,Electronics,Michigan,Consumer,636.96
CUST-FDB1737D,Headphones Pro,Technology,New York,Home Office,965.74
CUST-14CE7010,Novel Deluxe,Books,Washington,Home Office,39.03
CUST-8E659B66,Ball Premium,Sports,New York,Corporate,141.7
CUST-92169945,Blender Pro,Home & Kitchen,New York,Consumer,148.08
CUST-F765A810,Shirt Essential,Clothing,Ohio,Corporate,157.6
CUST-FD3A2724,Shoes Essential,Clothing,California,Corporate,82.21
CUST-4AD3E9A6,Sofa Standard,Furniture,California,Consumer,133.27
CUST-81254814,Bookcase Pro,Furniture,California,Corporate,106.68
CUST-2C04BAFB,Mouse Basic,Technology,Pennsylvania,Home Office,293.47
CUST-85C5BD36,Notebook Deluxe,Office Supplies,Texas,Consumer,25.92
CUST-1B68CE39,Monitor Premium,Technology,California,Consumer,475.87
CUST-42317BEE,Camera Essential,Electronics,Texas,Corporate,778.49
CUST-2D59C988,Gaming Console Essential,Electronics,New York,Corporate,565.18
CUST-A174393C,Children's Book Deluxe,Books,Georgia,Corporate,13.69
CUST-64EDCCE3,Cookware Essential,Home & Kitchen,Georgia,Consumer,84.04
CUST-644D0451,Headphones Basic,Technology,New York,Consumer,307.85
CUST-A70398D4,Keyboard Essential,Technology,California,Home Office,884.7
CUST-D8E9F11C,Camera Standard,Electronics,California,Consumer,662.33
CUST-7F21BA25,Laptop Essential,Technology,Washington,Home Office,870.24
CUST-6A9AF550,Board Game Basic,Toys,California,Consumer,59.14
CUST-5148CF62,Mouse Pro,Technology,Texas,Consumer,903.66
CUST-4DC3315F,Puzzle Deluxe,Toys,Pennsylvania,Consumer,38.64
CUST-5F3C7078,Shirt Deluxe,Clothing,Illinois,Consumer,152.92
CUST-5CF3508E,Phone Basic,Technology,California,Consumer,764.28
CUST-50474D5F,Drawer Deluxe,Furniture,Texas,Corporate,449.68
CUST-94253A5A,Binder Deluxe,Office Supplies,Michigan,Home Office,73.98
CUST-0CBD6430,Headphones Pro,Technology,Georgia,Corporate,350.56
CUST-93E9BC34,Training Equipment Deluxe,Sports,Texas,Home Office,176.39
CUST-79E6A623,Beauty Tool Basic,Beauty,California,Home Office,102.91
CUST-C5F1516D,Drawer Standard,Furniture,Texas,Consumer,127.28
CUST-6651BAC4,Desk Organizer Deluxe,Office Supplies,Georgia,Consumer,54.71
CUST-338130C3,Knife Set Standard,Home & Kitchen,California,Consumer,54.84
CUST-57BE2471,Protection Gear Pro,Sports,Florida,Home Office,276.68
CUST-E4CBDE7B,Training Equipment Essential,Sports,Illinois,Home Office,167.35
CUST-E55451B6,Chair Premium,Furniture,New York,Corporate,256.69
CUST-971B5AA5,Pants Standard,Clothing,Ohio,Corporate,60.97
CUST-C72F6241,Haircare Basic,Beauty,California,Home Office,67.25
CUST-E8A62187,Mouse Premium,Technology,New York,Corporate,537.14
CUST-EBC8F28D,Phone Premium,Technology,Texas,Consumer,223.7
CUST-24844F87,Speaker Essential,Electronics,Washington,Corporate,129.76
CUST-A938FDF3,Educational Toy Essential,Toys,New York,Consumer,26.49
CUST-E361053A,Keyboard Pro,Technology,Washington,Home Office,191.72
CUST-DEBA9FA5,Apparel Basic,Sports,Florida,Corporate,75.84
CUST-D9673790,Novel Premium,Books,New York,Consumer,22.93
CUST-560CD912,Accessories Deluxe,Clothing,California,Consumer,181.9
CUST-50827EE8,Sofa Basic,Furniture,New York,Consumer,203.51
CUST-8AFA527C,Accessories Deluxe,Clothing,California,Home Office,130.74
CUST-33F9227D,Cabinet Premium,Furniture,California,Consumer,154.11
CUST-424B4C4D,Training Equipment Premium,Sports,California,Corporate,108.84
CUST-4DBC0AF5,Monitor Standard,Technology,Pennsylvania,Corporate,212.58
CUST-22844928,Notebook Pro,Office Supplies,Florida,Home Office,92.05
CUST-D1D7EE41,Puzzle Essential,Toys,New York,Consumer,63.76
CUST-321CC337,Phone Basic,Technology,Ohio,Home Office,969.03
CUST-C28D3100,Self-Help Book Basic,Books,Illinois,Consumer,33.94
CUST-94D5549C,Blender Essential,Home & Kitchen,Florida,Corporate,162.98
CUST-6CA72743,Dress Deluxe,Clothing,California,Consumer,52.7
CUST-D8F28E02,Jacket Pro,Clothing,Texas,Corporate,136.23
CUST-9351B667,Shirt Deluxe,Clothing,California,Consumer,114.3
CUST-0397CDE9,Cabinet Premium,Furniture,California,Corporate,442.94
CUST-3EF20CCF,Building Blocks Standard,Toys,Ohio,Corporate,63.35
CUST-4972D6A2,Smartwatch Pro,Electronics,Pennsylvania,Consumer,597.99
CUST-5BE76863,Coffee Maker Essential,Home & Kitchen,Florida,Consumer,87.91
CUST-4E815C20,Dress Pro,Clothing,Illinois,Consumer,74.93
CUST-C9E5B17D,Toaster Pro,Home & Kitchen,California,Corporate,191.46
CUST-8E414EFF,Cookware Standard,Home & Kitchen,Illinois,Consumer,127.51
CUST-077E1856,Self-Help Book Basic,Books,Texas,Consumer,15.31
CUST-88AA4A04,Utensils Deluxe,Home & Kitchen,Illinois,Consumer,46.23
CUST-0F7C7056,Drawer Premium,Furniture,Texas,Corporate,299.74
CUST-45C93B59,Laptop Basic,Technology,Texas,Consumer,725.57
CUST-366C2750,Dinnerware Standard,Home & Kitchen,New York,Consumer,197.2
CUST-E8E4FA42,Ball Deluxe,Sports,New York,Consumer,195.39
CUST-724BCFBA,Charger Essential,Electronics,Texas,Consumer,453.98
CUST-8E0E0CBD,Utensils Basic,Home & Kitchen,Pennsylvania,Consumer,52.66
CUST-E422F5EA,Paper Clips Pro,Office Supplies,New York,Corporate,36.85
CUST-CC0821E4,Racket Pro,Sports,Georgia,Home Office,262.5
CUST-6435BD7E,Pen Set Basic,Office Supplies,California,Consumer,21.27
CUST-22E6A9DF,Apparel Essential,Sports,Georgia,Corporate,154.0
CUST-B7E6AF93,Chair Standard,Furniture,Texas,Corporate,319.89
CUST-1405E38A,Knife Set Premium,Home & Kitchen,Florida,Consumer,123.87
CUST-E28E24FE,Haircare Essential,Beauty,Texas,Corporate,41.33
